review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes
R32TB1MC4FWO7L,B08B951D35,5.0 out of 5 stars Absolutely amazing little speaker!!!,Lillian Salazar,5,I just got my little Marshall speaker and I am so happy I went with this one! The look and feel of this speaker is just superior! The sound is amazing! It even has bass. This has definitely made me want to get the home speaker. I love this speaker. I can't believe the sound from a small box. Highly recommend!,"Reviewed in the United States July 28, 2024",AHJDSTAUBPPBHSXBBTSBWCJ5YX2Q,True,0,Color: Black & BrassStyle: Emberton II
RET9JW244225A,B08B951D35,5.0 out of 5 stars Love this portable bluetooth speaker,Diana Lin,5,It's got great sound and the battery life last a long time! We keep it in our car and whever we are outside enjoying park/kids play or even at my parents and they don't have good speakers we take it out and play some music.,"Reviewed in the United States July 27, 2024",AH7IXSDIHTJAWNKENOSUWOXU2FCA,True,0,Color: CreamStyle: Emberton II
R2NN3R6984F00R,B08B951D35,4.0 out of 5 stars Great sound and okay battery life,Tabitha,4,I love the look of this speaker! It's more heavy than I expected and the sound quality is wonderful. It's easy to connect to devices. The battery often does not remain charged and sometimes as soon as I unplug it from the charger I will lose one bar of battery. It does play for well over 6 hours continuously with no additional charging. It's easy to pack and we take it almost everywhere.,"Reviewed in the United States July 26, 2024",AEKWFX4V72HIJOM26ZAFIGHNCRXA,True,0,Color: BlackStyle: Emberton
R23X44QGADE8FA,B08B951D35,5.0 out of 5 stars My First BT,Kitsune,5,"Its awesome looking as being addicted to concerts :P When I get the chance, I will stack them lol! But for now, I get distortion when the vol is max. However, this is my first mini BT speaker. and I may need the app they have to fixit. My battery runs down to like 40% after playing @ 85% vol for about 4 hours, so not to bad imho.","Reviewed in the United States July 12, 2024",AFZ6H7YWZZF3FFHZEEASI4XA5RIA,True,0,Color: Black & BrassStyle: Emberton II
RZPTG9XWQFW4T,B08B951D35,5.0 out of 5 stars Better than expected,Amazon Customer,5,"I saw the reviews and was a little skeptical of all the high ratings, but I was immediately surprised by the bass along with it still balancing the high notes. Great speaker especially for the price.","Reviewed in the United States July 28, 2024",AFG7COYIVMQHS5U2SPBRPGV34YOA,True,0,Color: Black & BrassStyle: Emberton II
R13A8CEV5KJI8M,B08B951D35,5.0 out of 5 stars So Cool...,John Farrell,5,"I visited a friend on Florida recently and he's building a new house. We went over there to enjoy a few cocktails, it won't be done until May 2024, and brought along his Bang & Olufsen bluetooth speaker and took turns playing songs with our phones while we enjoyed our adult beverages on the water. I don't seem to have the same opportunities to use a bluetooth speaker, but I was very impressed with the B&O speaker. It rocked. I came back to NJ and wanted to get one for myself. These things aren't cheap (the good ones anyway) so I decided I was going to get one during the Black Friday sales. The B&O software, that enables you to pair with their speaker, was a pain in the neck. They were hounding me and sending me e-mails and all the rest. I wanted another alternative. I watched several YouTube videos and was introduced to this Marshall bluetooth speaker. They had me at designing this relatively tiny speaker to look like a real Marshall speaker. Once I read enough reviews I took the plunge. I think I got it on sale for around $120 when all was said and done. It showed up two day later. I pulled it out of the package, charged it up and paired it with my phone. Hate me (or them), but the first song I played with Help On The Way/Slipnot! from Blues For Allah (Grateful Dead). Wow. Absolutely loved the sound and the look. Down the road I will look into either ""stacking"" another one (they have that ability) or just getting a bigger speaker for another potential setting, but right now this thing rocks. If you go camping or just wanted to eat lunch at an outdoor picnic table with some music, this is for you. I'm impressed. I was a bit surprised that it seems as though your phone volume max is also the speaker volume max, but that might be a function of me not understanding how bluetooth actually works. I was kind of thinking I could leave the phone on mid volume and let the bluetooth speaker provide the amplification juice. That doesn't appear to be the case, but it's plenty loud enough in a vacuum. It's a starter speaker so I don't expect it to compete with something an outdoor waterfall or heavy traffic or even a tailgate party where everyone is blasting their tunes, but I'm very satisfied short term. Buy with confidence.","Reviewed in the United States January 10, 2024",AFHFRU22UQRFPEVWBHQFXHBHVYWA,True,3,Color: Black & BrassStyle: Emberton II
R2NYYU7YKAQ02N,B08B951D35,5.0 out of 5 stars Better than expected,Amazon Customer,5,Bought this on a whim with good hopes and it turned out even better than we expected! Fabulous sound. Easy to use. Pairs well. Great size. Love it so much!,"Reviewed in the United States July 28, 2024",AEF764DVOKVS5WXIUKGSN7ZIONSA,True,0,Color: BlackStyle: Emberton
RCCBPLYL7VRXL,B08B951D35,5.0 out of 5 stars Wonderful speaker,Debbie,5,I loved this Marshall speaker! I needed it for my bedroom so I could hear my music on my cell phone….I have Spotify and enjoy my choices indoors now! Thank you,"Reviewed in the United States July 26, 2024",AHD4YK7L4FXJ7KWWDLJYD5H63DUQ,True,0,Color: Black & BrassStyle: Emberton II
RJJEB3D726M4O,B08B951D35,4.0 out of 5 stars Great speaker.,Amazon Customer,4,"Use it mainly for work. A great speaker that puts out a solid sound. Got a couple a compliments on how the speaker looks. Would give it 5 stars, but the app doesn't work. Hopefully they will get that fixed soon.","Reviewed in the United States July 20, 2024",AHGFCUXQUWZJD3MMQSQP5BWXHGSA,True,1,Color: Black & BrassStyle: Emberton II
R1P10ZQCEETCRJ,B08B951D35,5.0 out of 5 stars The Best.,Shahed Ahmed,5,I’ve used many but Marshall’s products are another level for its sound n look quality. Easy to carry for travel. I bought 7 of them so far.,"Reviewed in the United States July 21, 2024",AFAODFEXK3V4EOCU24V576ILH5MA,True,1,Color: Black & BrassStyle: Emberton II
R2PXPV0X5IQKE8,B08B951D35,4.0 out of 5 stars This portable speaker has the best design.,Lou,4,"The speaker has a great design and appearance, and I particularly like the control buttons. However, it's disappointing that it comes with outdated Bluetooth technology and lacks AirPlay support. Additionally, the speakers seem unreliable.","Reviewed in the United States July 23, 2024",AE3HTXILBPQLFBDNLOGYN2C5QEOQ,True,1,Color: Black & BrassStyle: Emberton II
RTWLN5AYWGCD0,B08B951D35,5.0 out of 5 stars Great Speakers,Israel,5,Perfect for my room,"Reviewed in the United States August 2, 2024",AGQXWNCK7KTJI5AH2ZQTPCH3TCQA,True,0,Color: Black & BrassStyle: Emberton II
R2H733OUQ3V17L,B08B951D35,5.0 out of 5 stars Looks awesome.,Laban,5,"The sound quality is on par with some slightly cheaper ones, but this gets 5 stars for how cool it looks.","Reviewed in the United States July 21, 2024",AHWJEYRVPP7Z6YCAULYASYBRWK6A,True,1,Color: BlackStyle: Emberton
R1O7SGW6XS7WNI,B08B951D35,5.0 out of 5 stars i love it,Sandri,5,"I use it everyday, battery lasts a really long time without recharding, great sound and if you have other marshall speakers you can connect them so the music sounds even louder. Great product","Reviewed in the United States July 11, 2024",AE3R3NDJD4C7YYK6UVMXB3ALRPPQ,True,0,Color: Black & BrassStyle: Emberton II
R2AAHXISR3EBO0,B08B951D35,5.0 out of 5 stars Great product as Gift,Tam,5,Great product with satisfied quality.,"Reviewed in the United States July 25, 2024",AGSXBOAKE6ZRZHMXBZGZEJYBWMCQ,True,0,Color: CreamStyle: Emberton II
REP5IVCVXK79E,B08B951D35,5.0 out of 5 stars Best sound out of a small speaker,catherine rutherford,5,I love this speaker. It has quality sound and sounds like your listening to a band. The speaker also has sound on both sides. It has weight to it. It is a miniature Marshalljust like they use in bands. Not too much bass like a lot of wireless speakers. It has the equal amount of trebel and bass. It's crystal clear.,"Reviewed in the United States June 21, 2024",AE7UXT3HUOZWBTZOVSZHRMZ3YLFQ,True,0,Color: BlackStyle: Emberton
R2W7XFL6IFE3DP,B08B951D35,5.0 out of 5 stars Producto recomendable,EVA,5,El sonido supero mis expectativas.,"Reviewed in the United States July 25, 2024",AEJ52IMO2YMQ2IWZK74DT6YU3PFQ,True,0,Color: Black & BrassStyle: Emberton II
R3BCUQ5TFZO9I,B08B951D35,5.0 out of 5 stars Great speaker ! Love it 😍😍,Irmayanti Sahlia,5,The speaker I purchased from Marshall brand through from Amazon . I'm thoroughly impressed with the sound quality and the bass is exceptional! The clarity and depth of the sound are top-notch. I'm thoroughly enjoying listening to music on this speaker. Great product ❤️❤️❤️,"Reviewed in the United States June 29, 2024",AF5WRWXGB2RPDXTULN3MVELC4NCA,True,0,Color: CreamStyle: Emberton II
R1SD4Q9H6G58VU,B08B951D35,5.0 out of 5 stars Top!,Andy,5,I have all sizes. This is impressive. Style and sound in a small top notch speaker.,"Reviewed in the United States July 16, 2024",AG7O2OTRGYUCT66B4GBBSOZLCBBQ,True,0,Color: Black & BrassStyle: Emberton II
R1SD6VJ7ON91EF,B08B951D35,5.0 out of 5 stars Espectacular,marcelo antonio burgos,5,La duración y el sonido es in espectáculo!!,"Reviewed in the United States July 21, 2024",AEDOXYG6R6XSF3RWWTLLETBFR6KQ,True,0,Color: Black & BrassStyle: Emberton II
R9YKPAF5NCCEY,B08B951D35,4.0 out of 5 stars The best great sound,Eric,4,"Highly, highly recommended","Reviewed in the United States July 25, 2024",AFS4LBRY7RAI77JPUGVEQCPM3IYA,True,0,Color: Black & BrassStyle: Emberton II
R24WWTNQCS68SU,B08B951D35,5.0 out of 5 stars Love,Norm,5,"So cute, portable, and good sound quality","Reviewed in the United States July 20, 2024",AFRRCUIW63D3LLXWIBVLHIHDGKPQ,True,1,Color: CreamStyle: Emberton II
R452KHH4VVNKG,B08B951D35,5.0 out of 5 stars Awesome,Amazon Customer,5,Best speaker I have ever owned!,"Reviewed in the United States July 22, 2024",AGLMJGFAWCN4ABHJCRHOIYBN7J2Q,True,0,Color: CreamStyle: Emberton II
RWS2OV7R12IF,B08B951D35,5.0 out of 5 stars It's Premium quality!!!,John,5,The media could not be loaded. Very pleased. Very nice speaker. Premium quality. Very pleasant to the touch - on the outside it is covered with a kind of soft and pleasant rubber that hugs the skin. I think the cream version is the best. Very smooth and clean sound. It has 2 speakers on each side - one for low sounds and one for high sounds. The classic look gives it priority. This has 20w (JBL - has 40w) but this looks great and for the room it is enough.,"Reviewed in the United States August 1, 2024",AFTYR45ZXE6MP6TLETOZ7NUCWC6Q,True,0,Color: CreamStyle: Emberton II
R2694SBPIUOJU6,B08B951D35,4.0 out of 5 stars Es bueno.,Amazon Customer,4,Lo probé y me gustó mucho.Me hubiera gustado que aceptara codecs de mas alta calidad ya que toda mi musica esta en alta calidad.,"Reviewed in the United States July 7, 2024",AGEMZRD2LYAATFGRTEC62FTQZROQ,True,0,Color: Black & BrassStyle: Emberton II
R1HB3R22EVGTDJ,B08B951D35,5.0 out of 5 stars Great travel speaker,Sunscreened,5,"Had difficulty traveling with an Echo dot so grabbed this as it is much more portable with a crazy battery life, and great sound. It jams.","Reviewed in the United States July 2, 2024",AHOR7DWEMFGSBB5W7RN7OABSPVWA,True,0,Color: CreamStyle: Emberton II
R2E1A6A0H6SZLN,B08B951D35,5.0 out of 5 stars Amazing quality,C.J.E.,5,"This is the bluetooth speaker I have been looking for. Great sound, reliable connectivity, and easy to set up and use.... and it looks cool. Could not be happier with it.","Reviewed in the United States June 28, 2024",AGUK7NNJWCC6Y7JFVDNHEUXVGL6Q,True,1,Color: Black & BrassStyle: Emberton II
R2FBFKFF1D7VUE,B08B951D35,5.0 out of 5 stars Original,"Es bueno para escuchar música, pero el micrófono para llamada le doy 4/10",5,Domingo de calidad y fidedigno,"Reviewed in the United States July 14, 2024",AF7IRCLUF26VKES45EG6UN3KBIDA,True,0,Color: Black & BrassStyle: Emberton II
RPCWVPU5W36WS,B08B951D35,5.0 out of 5 stars Quality and Battery,Bishwajeet Biswas,5,"Battery life is as expected, long-lasting! Value for money! Sound quality is amazing!","Reviewed in the United States July 10, 2024",AE2A7X33IHD2LIZZ6UYRZQFPKMMQ,True,1,Color: Black & BrassStyle: Emberton II
R14IXKRZ44SF7K,B08B951D35,5.0 out of 5 stars AWESOME SOUND,lucrisha,5,Big sound from a small speaker! I def recommend.,"Reviewed in the United States July 9, 2024",AH4ELQIUO3I3FYPEM2YG6IPHVFNQ,True,0,Color: Black & BrassStyle: Emberton II
R2Y5JX8KKE6MY1,B08B951D35,5.0 out of 5 stars Totally stoked!,David,5,"Like everyone else,for the price you don’t have high expectations,came in ten minutes ago already charged,didn’t have to have my kids to help me,haha.Already rocking out to some Black Sabbath! This’ll be a perfect “little “ job site sound system!!","Reviewed in the United States June 15, 2024",AHHCXJJLJTDTMIDCTJBLS4CID4AA,True,0,Color: Black & BrassStyle: Emberton II
R29H5YGFYBRF68,B08B951D35,5.0 out of 5 stars Satisfacción Total,Wellington Sanchez,5,"He hecho una que otra compra que no me han dejado completamente satisfecho, pero este equipo de sonido Marshall, después de mi esposa, es de las mejores cosas que he conseguido en la vida!!!","Reviewed in the United States June 18, 2024",AHHMT2LY5TMDSEOGIR3AMIDYEOJA,True,0,Color: Black & BrassStyle: Emberton II
R2XON2L0HL4LWO,B08B951D35,5.0 out of 5 stars Thank you for this good product.,YJ,5,Thank you for this good product.,"Reviewed in the United States July 5, 2024",AEDOMKI5W6HRTOP5NYIH4EITDLIQ,True,0,Color: CreamStyle: Emberton II
R2TSL7HKTFV9B7,B08B951D35,5.0 out of 5 stars Very impressive sound quality,Amazon Customer,5,I actually had to return this because I am using it to make the alarms louder on my boat navigation system but it will go idle if it doesn't have an audio input so I needed to replace it for a speaker that would remain active as long as it was plugged into power. But it has the best sound of any system I've seen,"Reviewed in the United States May 30, 2024",AHDY74ITQQK5IJVGRYADHJPD3EFA,True,0,Color: Black & BrassStyle: Emberton II
R1I2IKWIFRG46W,B08B951D35,5.0 out of 5 stars Superb,HKPhooey,5,Superb bluetooth speaker from Marshall. As you would expect the sound quality is awesome and the battery life is amazing. I think most people will be happy with this speaker.,"Reviewed in the United States June 20, 2024",AFZU35TA2X2WJKFXHFVUAPUS3E5Q,True,0,Color: Black & BrassStyle: Emberton II
R1EA1XXVYAUBNB,B08B951D35,"5.0 out of 5 stars A simple, solid speaker",L,5,"If you want great sound in a simple package, this bluetooth speaker will do the trick. Initially I found the control button kind of fiddly, but now that I have the hang of it I can manage it easily.Mostly I use this at home when watching movies or listening to the news with some music thrown in. A serious audiophile would probably want a speaker that allows for more control, but the sound profile suits my needs.I've had very little trouble with the speaker losing its connection. There are only a couple of spots in my apartment (~600 sq ft) where the connection breaks up; fortunately, the connection is solid everywhere else, particularly in those rooms where I mostly want to use it.Build quality feels good and solid, like it's going to hold up for a long time. The speaker did get a light spray of water on it one day when I'd left it on my balcony and it suddenly began to rain, but the speaker was just fine.Of course Marshall has a reputation for quality sound gear, but the price still feels a little high given how simple this is. However, if you can get it on sale (as I did) and bring the price down under $100, I think it's worth it.","Reviewed in the United States February 20, 2024",AE23D3SJBYXFUO7OXEAFXXTU2IPA,True,3,Color: BlackStyle: Emberton
R2CJPFJDTJYCBQ,B08B951D35,5.0 out of 5 stars Incredible Sound!!!,Terry Alfaro,5,"I waited a few battery cycles to write this review. I am VERY pleased with this speaker. The sound is crisp, clear and loud with a long lasting battery. I own several bluetooth speakers and this one by far is my favorite! You will not be dissapointed..","Reviewed in the United States June 2, 2024",AGYSHR2XB5ZHXEHCQ2RG7APIWTKQ,True,1,Color: Black & BrassStyle: Emberton II
R2MZSRO8I4GMJY,B08B951D35,5.0 out of 5 stars Suena increíble (EL MEJOR SPEAKER QUE PUEDES COMPRAR),Luis Salazar,5,"Yo no sé nada de sonido y de tener un bafle con un buen audio, para mi todo suena igual, hasta que puse mi playlist favorita en este speaker, quedé anonadado con la pureza de audio, el cómo suena la música que amo es una experiencia que nunca había experimentado. SÚPER RECOMENDADO.","Reviewed in the United States May 31, 2024",AHE32AGDNY3E2DM3L4F4LK5QTCJA,True,1,Color: Black & BrassStyle: Emberton II
RTYFUUARC1J8O,B08B951D35,5.0 out of 5 stars WOW! Great sound! Worthy of the legacy,David Peterson,5,We have a number of blue tooth speakers…even a nice JVC … but this one tops them all…its our choice every time now.,"Reviewed in the United States June 15, 2024",AEWKQCREMKR6I4GHDDBLXCVK76EQ,True,0,Color: Black & BrassStyle: Emberton II
R2S6BSHORE15PN,B08B951D35,5.0 out of 5 stars Change the settings,Kennedy,5,This is a great speaker. It has speakers on both sides. The bass doesn't vibrate the speaker but the air around it. Make sure to change the settings in the apps equalizer from classic to push. It'll make the vocals more pronounced. Battery life is amazing. I'd say it's on par with Bose but better battery.,"Reviewed in the United States May 22, 2024",AGYHAY6XZXOBCEQVBEOKFW5P43AQ,True,0,Color: Black & BrassStyle: Emberton II
RI7HM2ETYBU6M,B08B951D35,5.0 out of 5 stars Just beautiful!,Jo,5,"This speaker is everything! Aesthetically pleasing, I mean the speaker is gorgeous. Feels super high quality and the sound is just amazing! It’s a little pricey but you get for what you pay for! Highly recommend","Reviewed in the United States June 3, 2024",AG5TJEPDY6TLOJYN6TO4KCK64FYQ,True,2,Color: CreamStyle: Emberton II
R53QP09OPA9C,B08B951D35,5.0 out of 5 stars Small but mighty,N. C,5,This speaker is on par with a bose. Sound is clear and crisp even at higher volume. Full room filling sound.Highly recommended.,"Reviewed in the United States June 4, 2024",AETGY6764SZVIBFNUPKN3XYRK5EA,True,0,Color: Black & BrassStyle: Emberton II
R17OHC43BJ8W5K,B08B951D35,5.0 out of 5 stars Marshall Emberton II,Kindle Customer,5,perfect for its category,"Reviewed in the United States June 22, 2024",AEHBSUFRNQEFVMLIFX7HW22AFYAA,True,0,Color: Black & BrassStyle: Emberton II
R3SQ5VREQJNVSL,B08B951D35,5.0 out of 5 stars I am absolutely blown away for the Marshall quality,Raw K.,5,Clean bass and treble better than my jbl flip4. Beautiful look and sturdy. Back of the speaker works as bass front is more treble.,"Reviewed in the United States June 4, 2024",AFFFQD5D7ZTQQLVTHR26LKNCKXGQ,True,0,Color: BlackStyle: Emberton
